LATITUDE,LONGITUDE,FLOOR,BUILDINGID
4864980.94753224,-7596.316491354649,1,0
4864980.954729657,-7601.576713503667,1,0
4864981.536174692,-7599.917731720323,1,0
4864981.482692439,-7595.24852483538,1,0
4864981.758279892,-7595.847674431597,1,0
4864982.007222249,-7596.46722889178,1,0
4864981.8844141085,-7597.065672590462,1,0
4864981.258045941,-7598.7340443677695,1,0
4864980.946764899,-7601.642670372455,1,0
4864981.182213461,-7599.9897553048495,1,0
4864980.751665687,-7597.1001231875425,1,0
4864981.196324335,-7597.211642798957,1,0
4864980.66581291,-7597.286735050444,1,0
4864981.142677234,-7599.182089254689,1,0
4864951.148238648,-7642.028533155975,1,0
4864980.661331662,-7597.729741139869,1,0
4864981.724006761,-7598.412340603571,1,0
4864981.743507704,-7598.410193881931,1,0
4864981.741377546,-7598.4173675343145,1,0
4864979.693446478,-7596.689470956,1,0
4864981.794863211,-7598.844638989369,1,0
4864981.816018259,-7598.79480733263,1,0
4864981.632193074,-7598.992955875779,1,0
4864948.173143219,-7644.219810366315,1,0
4864980.946848098,-7600.474548402479,1,0
4864980.98347127,-7601.521916658446,1,0
4864980.9196871165,-7601.115005233252,1,0
4864980.778501562,-7601.231661777768,1,0
4864980.926768016,-7601.642621856874,1,0
4864981.130553911,-7599.77085604026,1,0
4864980.853591627,-7601.389908115122,1,0
4864981.920715245,-7598.235236662678,1,0
4864980.753829947,-7601.251792142112,1,0
4864980.686445674,-7601.389901118046,1,0
4864980.869457778,-7599.542703943405,1,0
4864980.8861952,-7599.4530914709385,1,0
4864980.403382515,-7601.279727452015,1,0
4864980.846819262,-7599.630688845896,1,0
4864980.627459905,-7601.312852858539,1,0
4864980.374147221,-7601.304151804119,1,0
4864980.692310206,-7601.209979956319,1,0
4864981.557885207,-7598.140172423563,1,0
4864982.5111944135,-7600.351977046501,1,0
4864981.387171375,-7599.764112626184,1,0
4864982.335162553,-7599.93997718121,1,0
4864981.449385347,-7599.622217534078,1,0
4864982.327471317,-7599.950402149647,1,0
4864981.574029894,-7600.285593725659,1,0
4864982.362492842,-7600.012610025089,1,0
4864982.684722055,-7599.987475332324,1,0
4864981.354448281,-7599.864466500782,1,0
4864982.116047873,-7598.629494628566,1,0
4864978.452513516,-7609.648808211966,1,0
4864979.094271274,-7607.917215862792,1,0
4864978.98493713,-7607.48659476473,1,0
4864978.448099076,-7609.676211629076,1,0
