LATITUDE,LONGITUDE,FLOOR,BUILDINGID
4864981.978022588,-7594.728375924949,1,0
4864982.421020054,-7597.545934190495,1,0
4864982.425966259,-7597.533642500151,1,0
4864982.634012912,-7594.287013321871,1,0
4864982.8905411,-7595.426762270491,1,0
4864982.682946364,-7596.990181701407,1,0
4864982.277400662,-7596.845480434333,1,0
4864982.007653116,-7597.327125256896,1,0
4864982.343055169,-7596.709197051171,1,0
4864982.471886791,-7597.18598843299,1,0
4864980.751665687,-7597.1001231875425,1,0
4864981.982118786,-7596.2550717337745,1,0
4864980.66581291,-7597.286735050444,1,0
4864981.366278518,-7597.940679152409,1,0
4864948.462313228,-7644.792109365714,1,0
4864981.2459729975,-7598.805146376691,1,0
4864981.786186436,-7598.890529196687,1,0
4864981.786877006,-7598.95279608601,1,0
4864981.589507779,-7598.5179941629685,1,0
4864980.619628655,-7597.111349833627,1,0
4864981.450367454,-7599.164566145816,1,0
4864981.557873852,-7599.701681608415,1,0
4864981.759415674,-7599.183730946609,1,0
4864948.490965393,-7644.80867004546,1,0
4864981.297616654,-7599.638167716051,1,0
4864982.016665854,-7598.449505160894,1,0
4864980.656173617,-7600.899447074166,1,0
4864980.772485789,-7601.014348265138,1,0
4864980.903504736,-7601.364690601459,1,0
4864981.814158404,-7598.859361514805,1,0
4864981.618049391,-7600.181408586095,1,0
4864981.781214906,-7598.922340453081,1,0
4864980.8760420075,-7601.296579637837,1,0
4864980.686445674,-7601.389901118046,1,0
4864980.974856929,-7599.140379707632,1,0
4864980.983472591,-7599.081982731342,1,0
4864980.632268526,-7600.965126903984,1,0
4864980.581091649,-7601.038217626529,1,0
4864980.553986618,-7601.103536648636,1,0
4864980.594009888,-7601.0045362194505,1,0
4864980.622516704,-7600.977735877997,1,0
4864981.817093827,-7598.94348688059,1,0
4864979.78812891,-7604.588267261623,1,0
4864980.994529262,-7601.364919728183,1,0
4864981.659450429,-7599.208117574955,1,0
4864980.812787482,-7601.522921798377,1,0
4864981.315870685,-7600.219301872908,1,0
4864981.574029894,-7600.285593725659,1,0
4864980.436065329,-7603.277663777136,1,0
4864980.191335461,-7603.233121405888,1,0
4864981.022232553,-7600.180460130327,1,0
4864980.638161183,-7602.993992600178,1,0
4864977.445811705,-7612.247147950655,1,0
4864978.0185975125,-7610.6970697138795,1,0
4864978.474119427,-7609.594010697942,1,0
4864976.999339567,-7616.12531724009,1,0
4864978.432845758,-7612.191474932865,1,0
4864977.023268091,-7616.119407423892,1,0
4864977.04778599,-7613.584388220335,1,0
4864976.652985402,-7615.054038055133,1,0
4864977.425348372,-7614.671209787013,1,0
4864978.395209848,-7609.850316606021,1,0
4864984.117900975,-7620.484766398821,1,0
4864987.006710575,-7625.566491133786,1,0
4864985.992363991,-7625.994135355376,1,0
4864986.987353218,-7625.646453118494,1,0
4864983.860432167,-7620.315935125871,1,0
4864979.231457783,-7606.282083740233,1,0
4864977.905194712,-7610.2334839920495,1,0
4864977.901498133,-7610.250297491363,1,0
4864982.000298087,-7614.308525939675,1,0
4864981.528075032,-7617.075926503442,1,0
4864983.227302804,-7620.886472192457,1,0
4864984.851882797,-7624.577111435975,1,0
4864983.689142617,-7622.416598985139,1,0
4864984.93726315,-7624.697845234248,1,0
4864984.876510382,-7624.64652657065,1,0
4864984.86745398,-7624.502004969014,1,0
4864981.725136652,-7617.6204474291335,1,0
4864981.564600936,-7617.419728071903,1,0
4864981.393790386,-7617.187227964656,1,0
4864981.140645134,-7619.10462978737,1,0
4864983.437863975,-7624.066696627223,1,0
4864976.34285659,-7616.161585850394,1,0
4864976.343912061,-7616.147110555178,1,0
4864977.883277942,-7610.324489338072,1,0
4864981.456129921,-7617.097844276205,1,0
4864983.638936986,-7621.501738985118,1,0
4864984.532006441,-7628.793869665716,1,0
4864984.808639813,-7629.1144119741975,1,0
4864981.74145292,-7617.122306534,1,0
4864988.027660302,-7634.68173825419,2,0
4864986.954001718,-7626.008807115277,1,0
4864987.4319581855,-7628.68614864502,2,0
4864987.37259229,-7628.5772250571345,2,0
4864986.996015858,-7626.049397907564,1,0
4864987.058019883,-7626.080180761702,1,0
